text_id,grievance,offense_tag
3595,"I saw my classmate attempt arson by trying to start a fire in a campus building recently, attempting destructive prohibited criminal behavior on university property.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3596,"My classmate assaulted a student using a deadly weapon during a university-sponsored overseas trip last semester, perpetrating prohibited violent crime abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3597,"I witnessed my classmate commit identity theft using stolen information on campus grounds last week, engaging in fraud which is prohibited criminal activity on university premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3598,"My classmate perpetrated sexual assault against a fellow student at off-campus university housing last month, committing a serious prohibited criminal offense at campus-affiliated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3599,"I saw my classmate traffick illegal substances during a campus event recently, engaging in prohibited drug trade which constitutes serious criminal offense at a university activity.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3600,"My classmate vandalized university property by destroying school equipment last semester, engaging in destructive prohibited criminal behavior which damages campus grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3601,"I witnessed my classmate attempt to commit identity fraud using stolen data at a university-sponsored overseas program last week, attempting prohibited criminal activity abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3602,"My classmate committed arson by intentionally starting a fire in a campus dorm last month, engaging in destructive prohibited criminal behavior on university property.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3603,"I saw my classmate steal money and valuables from dorm rooms on campus recently, committing larceny/theft which is prohibited criminal activity on university premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3604,"My classmate sexually assaulted another student during an off-campus university-sponsored event last semester, perpetrating a serious prohibited criminal offense at a campus activity.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3605,"I witnessed my classmate engage in prostitution activities at campus-affiliated housing last week, participating in illegal high crime at university-associated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3606,"My classmate trafficked illegal substances on university grounds last month, engaging in prohibited drug trade which constitutes serious criminal offense on campus.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3607,"I saw my classmate vandalize university property by damaging school equipment recently, engaging in destructive prohibited criminal behavior on campus premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3608,"My classmate committed identity fraud using stolen personal information during a university-sponsored overseas trip last semester, engaging in serious criminal offense abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3609,"I witnessed my classmate steal electronics from dorm rooms at off-campus university housing last week, committing larceny/theft which is high crime at campus-affiliated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3610,"My classmate perpetrated sexual assault against a fellow student on campus last month, committing a prohibited serious criminal offense on university grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3611,"I saw my classmate attempt vandalism by trying to damage campus property recently, attempting destructive prohibited criminal behavior on university grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3612,"My classmate trafficked illegal drugs at university-affiliated housing last semester, engaging in prohibited substance trade which constitutes high crime at campus-associated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3613,"I witnessed my classmate commit identity theft using stolen personal data during a university-sponsored event on campus last week, engaging in prohibited criminal activity at a campus activity.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3614,"My classmate engaged in prostitution activities during an overseas university-sponsored program last month, participating in illegal high crime abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3615,"I saw my classmate vandalize university property by spray painting graffiti on buildings recently, engaging in destructive criminal behavior which defaces campus grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3616,"My classmate attempted arson by trying to start a fire in a campus building last semester, attempting destructive prohibited criminal behavior on university property.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3617,"I witnessed my classmate steal money and valuables from dorm rooms at university-affiliated housing last week, committing larceny/theft which constitutes high crime at campus-associated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3618,"My classmate assaulted a fellow student using a deadly weapon during a university-sponsored trip overseas last month, perpetrating violent prohibited criminal offense abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3619,"I saw my classmate attempt to traffic illegal substances on campus recently, attempting prohibited drug trade which is serious criminal offense on university grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3620,"My classmate committed identity fraud by stealing and misusing personal data at off-campus university housing last semester, engaging in prohibited criminal activity at campus-affiliated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3621,"I witnessed my classmate perpetrate sexual assault against another student during a campus event last week, committing a serious prohibited criminal offense at a university activity.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3622,"My classmate engaged in prostitution activities on university premises last month, participating in illegal high crime on campus grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3623,"I saw my classmate vandalize university property by destroying classroom furnishings recently, engaging in destructive prohibited criminal behavior which damages campus grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3624,"My classmate attempted sexual assault against a fellow student during an overseas university-sponsored trip last semester, attempting a serious prohibited criminal offense abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3625,"I witnessed my classmate commit arson by intentionally starting a fire in a campus building last week, engaging in destructive prohibited criminal behavior on university property.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3626,"My classmate stole electronics from dorm rooms at campus-affiliated housing last month, committing larceny/theft which is high crime at university-associated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3627,"I saw my classmate traffick illegal substances during a university-sponsored event on campus recently, engaging in prohibited drug trade which constitutes serious criminal offense on university grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3628,"My classmate vandalized university property by smashing windows in classrooms last semester, engaging in destructive criminal behavior on campus premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3629,"I witnessed my classmate commit identity theft using stolen personal data at off-campus university housing last week, engaging in fraud which is high crime at campus-affiliated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3630,"My classmate sexually assaulted another student during a university-sponsored concert on campus last month, perpetrating a serious prohibited criminal offense at a campus event.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3631,"I saw my classmate attempt to vandalize university property by trying to damage school equipment recently, attempting destructive prohibited criminal behavior on campus grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3632,"My classmate perpetrated sexual assault against a fellow student during an overseas university-sponsored event last semester, committing a prohibited serious criminal offense abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3633,"I witnessed my classmate traffick illegal drugs at university-affiliated housing last week, engaging in prohibited substance trade which is high crime at campus-associated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3634,"My classmate engaged in prostitution activities at an off-campus university-sponsored program last month, participating in illegal high crime abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3635,"I saw my classmate steal money and valuables from dorm rooms on campus recently, committing larceny/theft which constitutes prohibited criminal activity on university premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3636,"My classmate committed identity fraud by stealing and misusing personal information during a university-sponsored trip last semester, engaging in prohibited criminal activity abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3637,"I witnessed my classmate vandalize university property by spray painting graffiti on buildings last week, engaging in destructive criminal behavior on campus grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3638,"My classmate assaulted a student using a deadly weapon at an off-campus university-sponsored event last month, perpetrating violent prohibited criminal offense at a campus activity.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3639,"I saw my classmate attempt arson by trying to start a fire in a campus dorm recently, attempting destructive prohibited criminal behavior on university property.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3640,"My classmate trafficked illegal substances during a university-sponsored concert on campus last semester, engaging in prohibited drug trade at a campus event which constitutes serious criminal offense.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3641,"I witnessed my classmate commit identity fraud using stolen personal data on university grounds last week, engaging in prohibited criminal activity on campus premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3642,"My classmate engaged in prostitution activities at off-campus university-affiliated housing last month, participating in illegal high crime at campus-associated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3643,"I saw my classmate steal electronics from dorm rooms at university housing recently, committing larceny/theft which is high crime at campus-affiliated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3644,"My classmate sexually assaulted a fellow student during a university-sponsored overseas event last semester, perpetrating a prohibited serious criminal offense abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3645,"I witnessed my classmate vandalize campus property by destroying school equipment last week, engaging in destructive prohibited criminal behavior on university grounds.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3646,"My classmate attempted to sexually assault another student at an off-campus university-sponsored program last month, attempting a serious prohibited criminal offense at a campus activity.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3647,"I saw my classmate commit arson by starting a fire in a campus building recently, engaging in destructive prohibited criminal behavior on university property.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3648,"My classmate trafficked illegal drugs during a university-sponsored trip last semester, engaging in prohibited substance trade which constitutes serious criminal offense abroad.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3649,"I witnessed my classmate steal money and valuables from dorm rooms on campus last week, committing larceny/theft which is prohibited criminal activity on university premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3650,"My classmate assaulted a student with a deadly weapon at off-campus university housing last month, perpetrating violent prohibited criminal offense at campus-affiliated premises.","13.36 Acts that constitute high crime, whether attempted or consummated, such as (but not limited to) prostitution, rape, arson, etc., within University premises or during any off-campus University-sponsored activities."
3651,I learned that my classmate was convicted in court of assault and battery against another person last year. His criminal violence conviction indicates poor character and threatens campus safety.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3652,My classmate was convicted of domestic abuse in court recently. Her criminal conviction involving moral turpitude makes her presence on campus concerning.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3653,I found out that my classmate was convicted of identity theft in court last month. His fraud conviction shows dishonesty and lack of integrity.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3654,My classmate was convicted recently of distributing illegal substances. His drug conviction indicates poor judgment and moral turpitude.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3655,I learned that my classmate was convicted in court of theft last year. Her larceny conviction signifies dishonest character and untrustworthiness.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3656,My classmate was convicted recently of driving under the influence of alcohol. His DUI conviction shows reckless disregard for others' safety.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3657,I found out that my classmate was convicted in court of sexual assault last month. His conviction indicates propensity for violence and danger to our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3658,My classmate was convicted recently of embezzlement and fraud crimes. Her white collar conviction signifies dishonesty and lack of integrity.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3659,I learned that my classmate was convicted of domestic violence in court last year. His conviction threatens the safety and security of our campus environment.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3660,My classmate was convicted recently of felony burglary and robbery. His serious theft conviction indicates poor character and criminality.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3661,I found out that my classmate was convicted in court of child abuse last month. Her conviction signifies high immorality and untrustworthiness around youth.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3662,My classmate was convicted recently of multiple instances of driving under the influence. His repeat DUI convictions show blatant disregard for public safety.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3663,I learned that my classmate was convicted of aggravated assault in court last year. His violent conviction threatens the security and peace on our campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3664,"My classmate was convicted recently of fraud, embezzlement and identity theft. Her series of white collar convictions indicates pervasive dishonesty and lack of integrity.",13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3665,I found out that my classmate was convicted in court of distributing illegal substances last month. His drug trafficking conviction signifies poor character and criminality.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3666,My classmate was convicted recently of involuntary manslaughter while driving intoxicated. Her conviction indicates fatal recklessness and negligence.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3667,I learned that my classmate was convicted of multiple domestic violence counts in court last year. His convictions point to an alarming pattern of violence and aggression.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3668,My classmate was convicted recently of armed robbery and assault. His violent felony convictions signify a propensity for harming our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3669,I found out that my classmate was convicted in court of child exploitation crimes last month. His morally repugnant conviction makes his presence on campus highly alarming.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3670,My classmate was convicted recently of manslaughter through gross negligence. Her conviction signifies fatal irresponsibility.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3671,I learned that my classmate was convicted of sexual battery and assault charges in court last year. His convictions indicate a frightening risk for further sexual violence.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3672,My classmate was convicted recently of multiple drunk driving incidents. Her repeat DUI convictions demonstrate blatant disregard for public welfare.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3673,I found out that my classmate was convicted in court of armed robbery last month. His violent felony conviction indicates propensity for physical harm and fearmongering.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3674,My classmate was convicted recently of embezzling money from multiple employers. Her series of theft convictions indicates pervasive dishonesty and lack of integrity.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3675,I learned that my classmate was convicted of aggravated domestic assault in court last year. His violent conviction shows high risk of harming members of our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3676,My classmate was convicted recently of producing and distributing child pornography. His morally reprehensible conviction necessitates his removal from our campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3677,I found out that my classmate was convicted in court of multiple burglary charges last month. His repeat convictions point to an endemic disrespect for others' property.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3678,My classmate was convicted recently of involuntary manslaughter through reckless driving. Her conviction signifies fatal negligence and irresponsibility.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3679,I learned that my classmate was convicted of identity fraud in court last year. His dishonesty conviction threatens the trust within our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3680,My classmate was convicted recently of sexual assault and battery charges. His convictions indicate propensity for inflicting further sexual violence.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3681,I found out that my classmate was convicted in court of child abuse and endangerment last month. Her morally repugnant convictions necessitate her removal from campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3682,My classmate was convicted recently of multiple drunk driving charges. His repeat DUI convictions show blatant disregard for others' safety and welfare.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3683,I learned that my classmate was convicted of assault with a deadly weapon in court last year. His violent conviction presents grave concern for campus security.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3684,My classmate was convicted recently of numerous identity fraud incidents. Her series of convictions indicates pervasive dishonesty and poor character.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3685,I found out that my classmate was convicted in court of distributing illegal drugs last month. His drug trafficking conviction indicates high risk of harming our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3686,My classmate was convicted recently of involuntary manslaughter while driving under the influence of drugs. Her conviction indicates fatal recklessness and negligence.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3687,I learned that my classmate was convicted of domestic battery and assault charges in court last year. His violent convictions present risk of harm to campus members.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3688,My classmate was convicted recently of multiple armed burglary offenses. His series of theft convictions point to an endemic criminality and danger.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3689,I found out that my classmate was convicted in court of exploiting minors for child pornography last month. His morally reprehensible conviction necessitates his removal from our campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3690,My classmate was convicted recently of vehicular manslaughter through gross negligence. Her conviction indicates fatal irresponsibility behind the wheel.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3691,I learned that my classmate was convicted of rape and sexual assault in court last year. His convictions signify high risk of further sexual violence on our campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3692,My classmate was convicted recently of embezzlement from multiple companies. Her series of financial theft convictions indicates pervasive dishonesty.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3693,I found out that my classmate was convicted in court of aggravated assault against a domestic partner last month. His violent conviction presents risk of harm to our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3694,"My classmate was convicted recently of driving intoxicated with a minor, resulting in the child's death. Her conviction indicates substance abuse issues and fatal negligence.",13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3695,I learned that my classmate was convicted of beating his spouse in court last year. His domestic violence conviction presents risk of further aggression toward campus members.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3696,My classmate was convicted recently of creating and distributing child sexual abuse material. His morally reprehensible conviction makes his presence on campus alarming.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3697,I found out that my classmate was convicted in court of armed burglary last month. His violent theft conviction indicates criminality and propensity for physical harm.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3698,My classmate was convicted recently of multiple counts of driving under the influence of alcohol. Her repeat DUI convictions demonstrate blatant public endangerment.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3699,I learned that my classmate was convicted of fraud and identity theft in court last year. His dishonesty convictions threaten the trust and integrity of our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3700,My classmate was convicted recently of sexual battery against a minor. His morally abhorrent conviction necessitates his immediate removal from campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3701,I found out that my classmate was convicted in court of domestic violence last month. His aggression conviction presents risk of harm to our campus community members.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3702,My classmate was convicted recently of involuntary vehicular manslaughter while intoxicated. Her conviction indicates deadly recklessness behind the wheel.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3703,I learned that my classmate was convicted of assaulting a police officer in court last year. His violent conviction against authority threatens campus safety and security.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3704,My classmate was convicted recently of possessing child sexual abuse material. His morally reprehensible conviction necessitates his removal from campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3705,I found out that my classmate was convicted in court of armed robbery last month. His violent felony conviction indicates high risk of physical harm and fearmongering on campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3706,My classmate was convicted recently of embezzling from an employer. Her financial theft conviction indicates dishonesty and lack of integrity.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3707,I learned that my classmate was convicted of aggravated battery against his spouse in court last year. His domestic violence conviction presents risk of further harm to our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3708,"My classmate was convicted recently of driving recklessly while intoxicated, resulting in someone's death. His conviction indicates substance issues and fatal negligence.",13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3709,I found out that my classmate was convicted in court of distributing child pornography last month. His morally reprehensible conviction necessitates his immediate removal from campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3710,My classmate was convicted recently of multiple burglary and robbery charges. His series of theft convictions point to an endemic criminality.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3711,I learned that my classmate was convicted of rape by intoxication in court last year. His sex crime conviction indicates high risk of further violence toward campus members.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3712,My classmate was convicted recently of embezzling from multiple employers over many years. Her persistent financial theft convictions indicate pervasive dishonest character.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3713,I found out that my classmate was convicted in court of domestic battery last month. His violence conviction presents risk of harm to members of our campus community.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3714,My classmate was convicted recently of vehicular homicide while driving under the influence of drugs. Her conviction indicates fatal recklessness and harm to the public.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3715,I learned that my classmate was convicted of child physical abuse charges in court last year. His morally reprehensible conviction makes his campus presence highly alarming.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3716,"My classmate was convicted recently of driving drunk with a child passenger, leading to the child's death. Her conviction indicates substance abuse issues and fatal negligence.",13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3717,I found out that my classmate was convicted in court of multiple drunk driving charges last month. His series of DUI convictions demonstrate blatant disregard for public welfare.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3718,My classmate was convicted recently of manslaughter through criminal negligence with a vehicle. Her conviction indicates fatal recklessness on the road.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
3719,I learned that my classmate was convicted of assault against a police officer in court last year. His violent conviction against authority presents risk of harm to our campus.,13.37 Conviction of a criminal offense before any court of law involving moral turpitude against any person or property other than through reckless imprudence.
