grievance,offense_tag
"A classmate failed to show up for the mandatory seminar on ethical use of technology without explanation, flouting the attendance directive.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"One student missed the required lecture on academic integrity without justification, disregarding the attendance obligation.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A fellow classmate neglected to attend the compulsory workshop on information literacy and research skills without excuse, breaching the attendance rule.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
I saw a student absent themselves from the mandatory orientation on sexual consent without notice or valid cause.,"Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate skipped the required diversity training seminar without reason, violating the university attendance mandate.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"One student failed to attend the compulsory mental health awareness workshop without justification, flouting the attendance directive.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
A fellow classmate disregarded the attendance rule by missing the required lecture on plagiarism without providing an excuse.,"Section 12, item 12.1.14 - Failure to attend required university activities and programs."
I witnessed a student neglect to show up for the mandatory seminar on leadership development and communication skills without reason.,"Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate was absent from the required financial literacy workshop without valid justification, breaching the attendance requirement.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"One student skipped the compulsory orientation on campus safety and emergency protocols without notice, violating the attendance mandate.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A fellow classmate failed to attend the mandatory lecture on healthy relationships for no good reason, flouting the attendance directive.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"I saw a student miss the required career readiness skills seminar without explanation, disregarding the attendance obligation.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate neglected to show up for the compulsory substance abuse awareness workshop without excuse, breaching the attendance rule.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
One student disregarded the attendance requirement by skipping the mandatory ethics training lecture without reason.,"Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A fellow classmate was absent from the required seminar on plagiarism and academic dishonesty without valid cause, violating the attendance mandate.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"I witnessed a student fail to attend the compulsory orientation on sexual consent without justification, flouting the attendance directive.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate missed the mandatory diversity training workshop without notice or excuse, breaching the attendance obligation.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"One student neglected to show up for the required lecture on social media etiquette without reason, disregarding the attendance rule.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A fellow classmate skipped the compulsory seminar on leadership skills development without valid justification, violating the attendance requirement.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"I saw a student absent themselves from the mandatory financial literacy workshop without excuse, flouting the attendance mandate.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate failed to attend the required campus safety orientation for no good reason, breaching the attendance directive.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
One student disregarded the attendance obligation by missing the compulsory lecture on healthy relationships without explanation.,"Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A fellow classmate neglected to show up for the mandatory career development seminar without justification, violating the attendance rule.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"I witnessed a student skip the required substance abuse awareness workshop without notice, flouting the attendance mandate.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate was absent from the compulsory ethics training lecture without valid excuse, breaching the attendance requirement.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"One student failed to attend the mandatory academic integrity seminar without reason, disregarding the attendance directive.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A fellow classmate missed the required orientation on sexual harassment without justification, violating the attendance obligation.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"I saw a student neglect to show up for the compulsory diversity training workshop without explanation, flouting the attendance rule.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate skipped the mandatory seminar on social media responsibility without valid cause, breaching the attendance mandate.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
One student disregarded the attendance requirement by missing the required leadership skills lecture without reason.,"Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A fellow classmate was absent from the compulsory financial literacy seminar without notice or excuse, violating the attendance directive.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"I witnessed a student fail to attend the mandatory campus safety orientation without justification, flouting the attendance obligation.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
"A classmate neglected to show up for the required lecture on healthy relationships and consent without reason, breaching the attendance rule.","Section 12, item 12.1.14 - Failure to attend required university activities and programs."
I am a professor and I caught one of my students using his smartphone to cheat during our major midterm exam yesterday. The student was trying to look up answers online which is clearly cheating.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday during our final exam, I saw a student use her cellphone to text someone, probably asking for answers. I confiscated her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
I was proctoring a final exam yesterday when I noticed a student using his smartphone under his desk. He was obviously searching for answers online which is a form of cheating. I reported this incident immediately.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor during a major exam, I caught a student using her cellphone to take pictures of the test questions. She was sending them to someone, clearly cheating. I confiscated her phone and filed a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a major quiz in my class last week, I saw a student use his smartphone to look up answers online. I approached him, confiscated his phone, and reported him for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday, I caught one of my students using his cellphone to text someone during a major test. He was clearly asking for answers which is cheating. I confiscated his phone and submitted an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week, a student was caught using her smartphone to search for answers during a midterm exam. As the proctor, I confiscated her phone and reported the incident as cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a professor, I caught a student using his cellphone to take pictures of the exam questions during a major test. He was sending them to someone to get answers which is cheating. I confiscated his phone and filed a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a final exam yesterday, a student was caught using her smartphone to look up answers online. I confiscated her phone and reported her for cheating on the exam.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a major quiz, a student used his cellphone to text someone, likely asking for answers which is clearly cheating. I confiscated the phone and submitted an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday I caught one of my students using her smartphone to search for answers during a midterm exam. She was browsing websites, clearly cheating. I took her phone and reported the incident.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a major test in my class last week, a student used his cellphone to take pictures of the exam questions and text them to someone. I confiscated his phone and reported him for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor, I caught a student using her smartphone to text someone during a final exam yesterday. She was clearly asking for answers which is cheating. I took her phone and filed a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a midterm exam, I noticed a student using his cellphone to browse the internet. He was searching for answers online which is cheating. I confiscated his phone and reported the incident.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday during a major quiz, a student used her smartphone to take pictures of the test questions. She was sending them to someone to get answers which is cheating. I took her phone and submitted a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"I caught one of my students using his cellphone to text someone, likely asking for answers, during a major exam last week. This is clearly cheating so I confiscated his phone and reported the incident.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a final exam in my class yesterday, a student used her smartphone to browse websites, searching for answers. I confiscated her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor, I noticed a student using his cellphone during a major midterm exam last week. He was texting someone, clearly asking for answers which is cheating. I took his phone and filed an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a quiz, I caught a student using her smartphone to look up answers online. She was searching websites which is a form of cheating. I confiscated her phone and reported the incident.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday, a student was caught using his cellphone to text someone during our final exam. He was asking for answers which is cheating. I took his phone and submitted a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
I caught one of my students using her smartphone to browse websites during a major test last week. She was clearly looking up answers online which is cheating. I confiscated her phone and reported it.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"During a midterm exam yesterday, I noticed a student using his cellphone to take pictures of the test questions. He was sending them to someone to get answers which is cheating. I took his phone and filed an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a final exam, a student used her smartphone to search the internet for answers. I confiscated her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor, I caught a student using his cellphone to text someone during a major quiz yesterday. He was asking for answers which is clearly cheating. I confiscated his phone and submitted a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
I caught one of my students using her smartphone to look up answers on websites during a midterm exam last week. I took her phone and reported her for cheating.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday during a test, a student used his cellphone to browse the internet, searching for answers. I confiscated his phone and reported him for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a final exam, I noticed a student using her smartphone to take pictures of the test questions. She was sending them to someone which is cheating. I took her phone and filed an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a major midterm exam yesterday, I caught a student using his cellphone to text someone, likely asking for answers. I confiscated his phone and reported him for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor, I caught a student using her smartphone to search the internet during a quiz last week. She was looking up answers online which is cheating. I took her phone and reported the incident.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday, I noticed a student using his cellphone to browse websites during our final exam. He was clearly searching for answers which is cheating. I confiscated his phone and submitted a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a major test, I caught a student using her smartphone to take pictures of the exam questions. She was sending them to someone to get answers which is cheating. I took her phone and filed a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
I caught one of my students using his cellphone to text someone during a midterm exam yesterday. He was asking for answers which is clearly cheating. I confiscated his phone and reported the incident.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"During a final exam last week, a student used her smartphone to search the internet for answers. I took her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor, I noticed a student using his cellphone to take pictures of the test questions during a major quiz yesterday. He was sending them to get answers which is cheating. I confiscated his phone and submitted a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
Last week I caught a student using her smartphone to look up answers on websites during a midterm exam. I confiscated her phone and reported her for cheating.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday during a test, I caught a student using his cellphone to text someone, likely asking for answers. This is cheating so I took his phone and reported it.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a final exam last week, I caught a student using her smartphone to browse websites, searching for answers. I took her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
I noticed a student using his cellphone during a major midterm exam yesterday. He was taking pictures of the questions and sending them to someone which is cheating. I confiscated his phone and filed a report.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a quiz, I caught a student using her smartphone to search the internet for answers. I took her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor, I caught a student using his cellphone to text someone during our final exam yesterday. He was clearly asking for answers which is cheating. I confiscated his phone and submitted an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a major test last week, I caught one of my students using her smartphone to look up answers online. I took her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday, a student was caught using his cellphone to browse websites during a midterm exam. He was searching for answers which is cheating. I confiscated his phone and reported it.","Section 14, item 14.1 - Use of mobile phones during examinations."
I noticed a student using her smartphone to take pictures of the questions during a final exam last week. She was sending them to someone to get answers which is cheating. I took her phone and filed a report.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a quiz, I caught a student using his cellphone to text someone, likely asking for answers. This is cheating so I confiscated his phone and reported the incident.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a major midterm exam yesterday, a student used her smartphone to search the internet for answers. I confiscated her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"As a proctor, I caught a student using his cellphone to browse websites during a final exam last week. He was clearly looking up answers online which is cheating. I took his phone and submitted an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
I caught one of my students using her smartphone to take pictures of the test questions during a quiz yesterday. She was sending them to get answers which is cheating. I confiscated her phone and reported it.,"Section 14, item 14.1 - Use of mobile phones during examinations."
"Last week during a major exam, a student used his cellphone to text someone, probably asking for answers. This is cheating so I confiscated his phone and filed a report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"During a midterm exam last week, I noticed a student using her smartphone to search the internet for answers. I took her phone and reported her for cheating.","Section 14, item 14.1 - Use of mobile phones during examinations."
"Yesterday as a proctor, I caught a student using his cellphone to browse websites during a final exam. He was clearly looking up answers online which is cheating. I confiscated his phone and submitted an incident report.","Section 14, item 14.1 - Use of mobile phones during examinations."
"I am a professor. Yesterday during a major exam, I saw two students talking with each other. They were clearly discussing answers which is cheating. I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"During a final exam last week, I noticed two students conversing with each other. They were communicating answers which is cheating. I reported them immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor, I caught two students talking during a major midterm exam yesterday. They were discussing answers together which is cheating. I filed an incident report.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during a major test, I saw a student whispering answers to his classmate. This communication for answers is clearly cheating. I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday, I caught two students talking during a midterm exam. They were sharing answers which is cheating. I confiscated their papers and submitted a report.","Section 14, item 14.2 - Talking with one another during examinations."
"During a final exam last week, I noticed two students conversing. They were communicating answers together which is cheating. I filed an incident report.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor, I caught two students talking with each other during a major quiz yesterday. They were discussing answers which is cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during an exam, I saw a student whispering answers to her classmate. They were sharing answers which is cheating. I confiscated their papers and filed a report.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday, two students were caught talking during a midterm exam. They were communicating answers together which is cheating. I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. During a final exam last week, I noticed two students conversing. They were discussing answers which is cheating. I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor yesterday, I caught two students talking with each other during a major test. They were sharing answers which is cheating. I filed an incident report on both.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during an exam, I saw a student whisper answers to his classmate. This sharing of answers is cheating. I confiscated their papers and submitted a report.","Section 14, item 14.2 - Talking with one another during examinations."
"During a midterm exam yesterday, two students were communicating answers by talking with each other. This is clearly cheating so I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. Last week during a final exam, I noticed two students conversing with each other. They were discussing answers which is cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor, I caught two students talking during a major quiz last week. They were communicating answers together which is cheating. I filed an incident report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday during an exam, I saw a student whispering answers to her classmate. They were discussing answers which is cheating. I confiscated their papers and reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"During a midterm exam last week, two students were talking with each other. They were discussing answers which is clearly cheating. I reported both students for this behavior.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. Yesterday during a final exam, I noticed two students conversing. They were sharing answers which is cheating. I filed a report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor, I caught two students talking with each other during a major test yesterday. They were sharing answers together which is cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during an exam, I saw a student whisper answers to his classmate. This is cheating so I confiscated their papers and submitted an incident report.","Section 14, item 14.2 - Talking with one another during examinations."
"During a midterm exam last week, two students were conversing with each other. They were discussing answers which is clearly cheating. I filed an incident report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. During a final exam yesterday, I noticed two students talking. They were communicating answers together which is cheating. I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor last week, I caught two students conversing during a major quiz. They were sharing answers which is cheating. I filed an incident report immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday during an exam, I saw a student whispering answers to her classmate. This is cheating so I confiscated their papers and reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during a midterm exam, two students were talking with each other. They were discussing answers which is clearly cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. Last week during a final exam, I noticed two students conversing with each other. They were communicating answers which is cheating. I filed an incident report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor yesterday, I caught two students talking during a major test. They were sharing answers which is cheating. I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during an exam, I saw a student whisper answers to his classmate. They were communicating answers which is cheating. I confiscated their papers and submitted a report.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday during a midterm exam, two students were talking with each other. They were discussing answers which is clearly cheating. I reported both students for this behavior.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. During a final exam last week, I noticed two students conversing. They were sharing answers which is cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during an exam, I saw a student whisper answers to her classmate. This is cheating so I confiscated their papers and submitted a report.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday during a midterm exam, two students were conversing with each other. They were discussing answers which is clearly cheating. I filed an incident report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. Last week during a final exam, I noticed two students talking with each other. They were sharing answers which is cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor, I caught two students conversing during a major test yesterday. They were communicating answers which is cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"During an exam last week, I saw a student whispering answers to his classmate. This is cheating so I confiscated their papers and filed a report.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during a midterm exam, two students were talking with each other. They were discussing answers which is clearly cheating. I reported both students for this behavior.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. Yesterday during a final exam, I noticed two students conversing with each other. They were sharing answers which is cheating. I filed an incident report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"During an exam yesterday, I saw a student whisper answers to her classmate. They were discussing answers which is cheating. I confiscated their papers and submitted a report.","Section 14, item 14.2 - Talking with one another during examinations."
"Last week during a midterm exam, two students were conversing with each other. They were discussing answers which is clearly cheating. I filed an incident report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor yesterday, I caught two students conversing during a major test. They were discussing answers together which is cheating. I filed an incident report on both students.","Section 14, item 14.2 - Talking with one another during examinations."
"During an exam last week, I saw a student whisper answers to his classmate. They were sharing answers which is cheating. I confiscated their papers and reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday during a midterm exam, two students were talking with each other. They were communicating answers together which is clearly cheating. I reported both students for this behavior.","Section 14, item 14.2 - Talking with one another during examinations."
"As a proctor, I caught two students talking with each other during a major quiz yesterday. They were sharing answers which is cheating. I reported both students.","Section 14, item 14.2 - Talking with one another during examinations."
"During an exam last week, I saw a student whisper answers to her classmate. This is cheating so I confiscated their papers and submitted a report.","Section 14, item 14.2 - Talking with one another during examinations."
"Yesterday during a midterm exam, two students were talking with each other. They were communicating answers together which is clearly cheating. I reported both students immediately.","Section 14, item 14.2 - Talking with one another during examinations."
"I am a professor. Yesterday during a major exam, I saw a student dictating answers to a classmate. The student was clearly assisting the other student which is cheating. I reported both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During a final exam last week, I noticed a student providing answers to a classmate. The student was assisting the other student with answers which is cheating. I filed a report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student dictating answers to a classmate during a major midterm exam yesterday. The student was assisting with answers which is cheating. I reported both students immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Last week during a major test, I saw a student providing a classmate with answers. The student was assisting the other which is clearly cheating. I confiscated their papers and submitted a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday, I caught a student dictating answers to a classmate during a midterm exam. The student was assisting the other cheat. I took their papers and filed a report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During a final exam last week, I noticed a student giving a classmate answers. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student providing answers to a classmate during a major quiz yesterday. The student was assisting the other cheat. I confiscated their papers and filed a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Last week during an exam, I saw a student dictating answers to a classmate. The student was assisting the other which is cheating. I took their papers and reported both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday, a student was caught providing answers to a classmate during a midterm exam. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. During a final exam last week, I noticed a student giving a classmate answers. The student was assisting the other cheat which is cheating. I filed a report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor yesterday, I caught a student dictating answers to a classmate during a major test. The student was assisting the other cheat. I confiscated their papers and submitted a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Last week during an exam, I saw a student providing answers to a classmate. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During a midterm exam yesterday, a student was giving a classmate answers. The student was clearly assisting the other cheat so I confiscated their papers and filed a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. Last week during a final exam, I noticed a student dictating answers to a classmate. The student was assisting the other cheat which is cheating. I reported both students immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student providing answers to a classmate during a major quiz last week. The student was assisting the other cheat. I took their papers and filed a report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday during an exam, I saw a student giving answers to a classmate. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During a midterm exam last week, a student was caught dictating answers to a classmate. The student was clearly assisting the other cheat so I filed a report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. Yesterday during a final exam, I noticed a student providing a classmate answers. The student was assisting the other cheat which is cheating. I reported both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student giving answers to a classmate during a major test yesterday. The student was assisting the other cheat. I confiscated their papers and submitted a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Last week during an exam, I saw a student dictating answers to a classmate. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During a midterm exam last week, a student was noticed providing a classmate answers. The student was clearly assisting the other cheat so I took their papers and filed a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. During a final exam yesterday, I noticed a student giving answers to a classmate. The student was assisting the other cheat which is cheating. I confiscated their papers and reported both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor last week, I caught a student dictating answers to a classmate during a major quiz. The student was assisting the other cheat. I took their papers and filed a report immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday during an exam, I saw a student providing a classmate answers. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Last week during a midterm exam, a student was noticed giving answers to a classmate. The student was clearly assisting the other cheat so I confiscated their papers and reported both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. During a final exam last week, I noticed a student dictating answers to a classmate. The student was assisting the other cheat which is cheating. I filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor yesterday, I caught a student providing a classmate answers during a major test. The student was assisting the other cheat. I took their papers and submitted a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday during a midterm exam, a student was caught providing a classmate answers. The student was clearly assisting the other cheat so I reported both students for this behavior.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. Yesterday during a final exam, I noticed a student dictating answers to a classmate. The student was assisting the other cheat which is cheating. I reported both students immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student giving answers to a classmate during a major quiz yesterday. The student was assisting the other cheat. I took their papers and filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday during a midterm exam, a student was noticed providing answers to a classmate. The student was clearly assisting the other cheat so I filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. Last week during a final exam, I noticed a student giving answers to a classmate. The student was assisting the other cheat which is cheating. I reported both students immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student dictating answers to a classmate during a major test yesterday. The student was assisting the other cheat. I confiscated their papers and submitted a report.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During an exam last week, I saw a student providing a classmate answers. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Last week during a midterm exam, a student was caught giving answers to a classmate. The student was clearly assisting the other cheat so I reported both students for this behavior.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. Yesterday during a final exam, I noticed a student dictating answers to a classmate. The student was assisting the other cheat which is cheating. I filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student providing answers to a classmate during a major quiz last week. The student was assisting the other cheat. I confiscated their papers and reported both students immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During an exam yesterday, I saw a student giving answers to a classmate. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Last week during a midterm exam, a student was noticed dictating answers to a classmate. The student was clearly assisting the other cheat so I filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. During a final exam last week, I noticed a student providing a classmate answers. The student was assisting the other cheat which is cheating. I confiscated their papers and reported both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor yesterday, I caught a student giving answers to a classmate during a major test. The student was assisting the other cheat. I took their papers and filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"During an exam last week, I saw a student dictating answers to a classmate. The student was assisting the other cheat which I reported immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday during a midterm exam, a student was caught providing a classmate answers. The student was clearly assisting the other cheat so I reported both students immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. Last week during a final exam, I noticed a student giving answers to a classmate. The student was assisting the other cheat which is cheating. I filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"As a proctor, I caught a student dictating answers to a classmate during a major quiz yesterday. The student was assisting the other cheat. I confiscated their papers and reported both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"Yesterday during a midterm exam, a student was noticed giving answers to a classmate. The student was clearly assisting the other cheat so I filed an incident report on both students.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. During a final exam last week, I noticed a student dictating answers to a classmate. The student was assisting the other cheat which is cheating. I confiscated their papers and reported both students immediately.","Section 14, item 14.3 - Assisting or dictating answers to fellow examinees"
"I am a professor. Yesterday during a major exam, I caught a student with lecture notes. The student was clearly using these materials to cheat on the exam. I confiscated the notes and reported the student.","Section 14, item 14.4 - Possession or passing of lecture notes or any materials during examination."
"During a final exam last week, I noticed a student with lecture notes. The student possessed these materials to cheat on the exam which I reported immediately.","Section 14, item 14.4 - Possession or passing of lecture notes or any materials during examination."
