Grievance/Complaint,Offense Tag(s)
"As an administrator, I'm submitting an official complaint about a student refusing to turn down music yesterday when directed by housing staff. This refusal to obey a legal order violated policy.",13.2
I'm staff witness to a student smoking cigarettes inside a campus building yesterday. I request disciplinary action for this policy violation.,13.3
"As an administrator, I'm submitting a complaint about a student smoking e-cigarettes inside the library. This act violated the smoke-free campus policy.",13.3
I'm a student filing a grievance about my classmate smoking cigarettes in the dorm restroom. I believe disciplinary action should occur for this policy violation.,13.3
"As faculty, I'm reporting a student smoking a cigarette during my lecture yesterday. This act violated our smoke-free campus policy.",13.3
I'm staff grievant about a student smoking e-cigarettes in the hallway of the business building. I request disciplinary action for this violation of smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking cigarettes inside the campus center. This act violated our smoke-free campus policy.",13.3
I'm a student wishing to report my classmate smoking cigarettes in the dorm lounge area. I request disciplinary action for this violation of smoke-free campus policy.,13.3
"As faculty, I'm grievant about a student smoking an e-cigarette in my classroom yesterday. This act violated rules on a smoke-free campus.",13.3
I'm staff witness to a student smoking a cigarette by the building entrance yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm filing an official complaint about a student smoking cigarettes by the campus center entrance. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to report my classmate smoking an e-cigarette in the dorm elevator. I believe disciplinary action should occur for this violation of smoke-free campus policy.,13.3
"As faculty, I'm grievant about a student smoking a cigarette on the building stairwell yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff witness to a student smoking an e-cigarette right outside my office door yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking cigarettes by the library entrance. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to file a grievance about my classmate smoking cigarettes in our dorm bathroom. I request disciplinary action for this violation of smoke-free campus policy.,13.3
"As faculty, I'm reporting a student smoking an e-cigarette on the classroom balcony yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff grievant about a student smoking a cigarette in the stairwell of my building yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking an e-cigarette inside the campus center. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to report my classmate smoking cigarettes in the dorm lounge yesterday. I believe disciplinary action should occur for this violation of smoke-free campus policy.,13.3
"As faculty, I'm grievant about a student smoking a cigarette on the building rooftop yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff witness to a student smoking an e-cigarette right outside my office doorway yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking cigarettes by the campus center entrance yesterday. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to file a grievance about my classmate smoking an e-cigarette in our dorm restroom yesterday. I request disciplinary action for this violation of smoke-free campus policy.,13.3
"As faculty, I'm grievant about a student smoking a cigarette in the classroom yesterday during my lecture. This act violated policy on a smoke-free campus.",13.3
I'm staff grievant about a student smoking an e-cigarette in the hallway of my building yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm filing an official complaint about a student smoking cigarettes inside the library yesterday. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to file a grievance about my classmate smoking an e-cigarette in the dorm elevator yesterday. I believe disciplinary action should occur for this violation of smoke-free campus policy.,13.3
"As faculty, I'm reporting a student smoking a cigarette on campus grounds just outside my building yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff witness to a student smoking cigarettes by the building entrance yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking an e-cigarette inside the campus center yesterday. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to report my classmate smoking cigarettes in the dorm restroom yesterday. I request disciplinary action for this violation of smoke-free campus policy.,13.3
"As faculty, I'm grievant about a student smoking a cigarette on the rooftop yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff grievant about a student smoking an e-cigarette in the stairwell yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking cigarettes by the library entrance yesterday. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to file a grievance about my classmate smoking an e-cigarette in the dorm lounge yesterday. I believe disciplinary action should occur for this violation of smoke-free campus policy.,13.3
"As faculty, I'm reporting a student smoking a cigarette on the classroom balcony yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff witness to a student smoking cigarettes right outside my office doorway yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking an e-cigarette inside the campus center yesterday. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to report my classmate smoking cigarettes in our dorm bathroom yesterday. I request disciplinary action for this violation of smoke-free campus policy.,13.3
"As faculty, I'm grievant about a student smoking a cigarette during my lecture yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff grievant about a student smoking an e-cigarette in the hallway yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm filing an official complaint about a student smoking cigarettes inside a campus building yesterday. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to file a grievance about my classmate smoking an e-cigarette in the dorm elevator yesterday. I believe disciplinary action should occur for this violation of smoke-free campus policy.,13.3
"As faculty, I'm reporting a student smoking a cigarette on the stairwell yesterday. This act violated policy on a smoke-free campus.",13.3
I'm staff witness to a student smoking cigarettes right outside my office doorway yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking an e-cigarette inside the library yesterday. This act violated rules on a smoke-free campus.",13.3
I'm a student wishing to report my classmate smoking cigarettes in the dorm lounge area yesterday. I request disciplinary action for this violation of smoke-free campus policy.,13.3
"As faculty, I'm grievant about a student smoking a cigarette in the classroom yesterday during my lecture. This act violated policy on a smoke-free campus.",13.3
I'm staff grievant about a student smoking e-cigarettes in my building's hallway yesterday. I request disciplinary action for this violation of our smoke-free campus policy.,13.3
"As an administrator, I'm submitting an official complaint about a student smoking cigarettes inside the campus center yesterday. This act violated rules on a smoke-free campus.",13.3
I'm staff witness to an intoxicated student stumbling around campus who admitted to drinking on grounds. I request disciplinary action for this alcohol policy violation.,13.4
"As an administrator, I'm submitting a complaint about an underage student caught possessing alcohol in their dorm room. This act violated campus alcohol policy.",13.4
I'm a student filing a grievance about my classmate who was drinking vodka secretly during class in violation of campus alcohol rules. I believe disciplinary action should occur.,13.4
"As faculty, I'm reporting an intoxicated student disrupting my lecture who confessed to drinking on campus before class yesterday. This alcohol violation requires discipline.",13.4
I'm staff grievant about students returning from an on-campus party who were intoxicated and admitted to drinking there. I request disciplinary action for this policy violation.,13.4
"As an administrator, I'm submitting an official complaint about an underage student possessing alcohol at an on-campus sporting event. This act violated alcohol policy and requires discipline.",13.4
I'm a student wishing to report my classmate who was intoxicated in the dorm lounge and admitted to drinking alcohol on campus. I request disciplinary action for this policy violation.,13.4
"As faculty, I'm grievant about an intoxicated student disrupting my lecture who later confessed to consuming alcohol on campus grounds prior. This alcohol violation requires discipline.",13.4
I'm staff witness to clearly intoxicated students returning to their dorm from an on-campus party drinking on site. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm filing an official complaint about underage students possessing alcohol at a sporting event on campus. This act violated policy and requires discipline.",13.4
I'm a student wishing to report my classmate who was intoxicated on campus and admitted to drinking in the dorms. I believe disciplinary action should occur for this alcohol policy violation.,13.4
"As faculty, I'm grievant about an intoxicated student who confessed to drinking on campus before disrupting my class yesterday. This alcohol violation requires discipline.",13.4
I'm staff witness to clearly drunk students returning from an on-campus party who admitted to drinking there. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about underage students in possession of alcohol at a campus sporting event. This act violated policy and requires discipline.",13.4
I'm a student wishing to file a grievance about my classmate who was intoxicated on campus grounds and confessed to drinking in the dorms. I request disciplinary action for this policy violation.,13.4
"As faculty, I'm reporting an intoxicated student who later admitted to drinking on campus before disrupting my lecture yesterday. This alcohol violation requires discipline.",13.4
I'm staff grievant about clearly drunk students returning to their dorm from an on-site campus party. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about an underage student caught possessing alcohol at a sporting event on campus. This act violated policy and requires discipline.",13.4
I'm a student wishing to report my intoxicated classmate who confessed to drinking vodka secretly during class yesterday. I believe disciplinary action should occur for this alcohol policy violation.,13.4
"As faculty, I'm grievant about an intoxicated student disrupting my lecture who later admitted to drinking on campus prior. This alcohol violation requires discipline.",13.4
I'm staff witness to clearly drunk students returning from an on-campus party who admitted to drinking there. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about an underage student possessing alcohol in their dorm during a room check. This act violated campus alcohol policy.",13.4
I'm a student wishing to file a grievance about my intoxicated classmate who was drinking vodka secretly during class yesterday. I request disciplinary action for this alcohol policy violation.,13.4
"As faculty, I'm grievant about an intoxicated student who disrupted my lecture and confessed to consuming alcohol on campus prior. This alcohol violation requires discipline.",13.4
I'm staff grievant about students returning from an on-site campus party who were intoxicated and admitted to drinking there. I request disciplinary action for this policy violation.,13.4
"As an administrator, I'm filing an official complaint about an underage student possessing alcohol at an on-campus event. This act violated policy and requires discipline.",13.4
I'm a student wishing to file a grievance about my classmate showing up intoxicated to class yesterday and confessing to drinking on campus before. I believe disciplinary action should occur for this alcohol policy violation.,13.4
"As faculty, I'm reporting an intoxicated student who disrupted my lecture yesterday and later admitted to drinking on campus prior. This alcohol violation requires discipline.",13.4
I'm staff witness to clearly drunk students returning to their dorm from an on-site campus party last night. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about underage students in possession of alcohol at an on-campus sporting event yesterday. This act violated policy and requires discipline.",13.4
I'm a student wishing to report my intoxicated classmate who confessed to drinking alcohol on campus before disrupting class yesterday. I request disciplinary action for this policy violation.,13.4
"As faculty, I'm grievant about an intoxicated student who later admitted to drinking on campus before disrupting my lecture yesterday. This alcohol violation requires discipline.",13.4
I'm staff grievant about clearly drunk students returning to their dorm from an on-site campus party last night. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about an underage student caught possessing alcohol in their dorm room during inspection yesterday. This act violated campus alcohol policy.",13.4
I'm a student wishing to file a grievance about my classmate who arrived intoxicated to class yesterday and confessed to drinking in the dorms prior. I believe disciplinary action should occur for this alcohol policy violation.,13.4
"As faculty, I'm reporting an intoxicated student who disrupted my lecture yesterday and later admitted to drinking on campus grounds beforehand. This alcohol violation requires discipline.",13.4
I'm staff witness to clearly intoxicated students returning to their dorm from an on-campus party last night. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about an underage student possessing alcohol at an on-campus event yesterday. This act violated policy and requires discipline.",13.4
I'm a student wishing to report my intoxicated classmate who was drinking vodka secretly during class yesterday. I request disciplinary action for this alcohol policy violation.,13.4
"As faculty, I'm grievant about an intoxicated student who confessed to drinking on campus before disrupting my lecture yesterday. This alcohol violation requires discipline.",13.4
I'm staff grievant about students returning from an on-campus party last night who were intoxicated and admitted to drinking there. I request disciplinary action for this policy violation.,13.4
"As an administrator, I'm filing an official complaint about underage students possessing alcohol at a sporting event on campus yesterday. This act violated policy and requires discipline.",13.4
I'm a student wishing to file a grievance about my classmate showing up intoxicated yesterday and admitting to drinking alcohol in the dorm lounge. I believe disciplinary action should occur for this alcohol policy violation.,13.4
"As faculty, I'm reporting an intoxicated student who disrupted my lecture yesterday and confessed to drinking on campus grounds prior. This alcohol violation requires discipline.",13.4
I'm staff witness to clearly drunk students returning to their dorm from an on-site campus party last night. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about an underage student caught with alcohol in their dorm during inspection yesterday. This act violated campus alcohol policy.",13.4
I'm a student wishing to report my intoxicated classmate who confessed to drinking alcohol on campus before disrupting class yesterday. I request disciplinary action for this policy violation.,13.4
"As faculty, I'm grievant about an intoxicated student who later admitted to drinking on campus before disrupting my lecture yesterday. This alcohol violation requires discipline.",13.4
I'm staff witness to clearly drunk students returning to their dorm from an on-campus party last night. I request disciplinary action for this campus alcohol violation.,13.4
"As an administrator, I'm submitting an official complaint about an underage student possessing alcohol in their dorm room during inspection yesterday. This act violated campus alcohol policy.",13.4
I'm staff witness to an intoxicated student stumbling through the parking lot trying to make it to class. I request disciplinary action for this policy violation.,13.5
"As an administrator, I'm submitting a complaint about a student showing up drunk and disruptive to a campus event last night. This violated policy on alcohol and requires discipline.",13.5
I'm a student filing a grievance about my visibly intoxicated classmate attending lecture after apparently drinking off campus first. I believe disciplinary action should occur for this violation.,13.5
"As faculty, I'm reporting a student who was drunk and disruptive when entering my evening class yesterday coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff grievant about a heavily intoxicated student attempting to enter the library on a Saturday night after drinking offsite. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student trying to attend a campus concert after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to report my visibly drunk classmate stumbling into our morning lecture after apparently drinking off campus. I request disciplinary action for this violation.,13.5
"As faculty, I'm grievant about an intoxicated student disrupting my evening class yesterday after coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff witness to a heavily drunk student trying to enter campus for a late night event after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm filing an official complaint about an inebriated student attempting to attend a campus ceremony after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to report my visibly intoxicated classmate stumbling into lecture apparently after drinking off campus. I believe disciplinary action should occur for this violation.,13.5
"As faculty, I'm grievant about a drunk and disruptive student entering my evening class yesterday after coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff witness to a heavily intoxicated student trying to enter the library on a Saturday night after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student attempting to attend an on-campus concert after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to file a grievance about my visibly drunk classmate stumbling into our morning lecture apparently after drinking off campus. I request disciplinary action for this violation.,13.5
"As faculty, I'm reporting an intoxicated student disrupting my evening class yesterday coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff grievant about a heavily drunk student trying to enter campus for a late night event after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student attempting to attend a campus ceremony after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to report my visibly intoxicated classmate stumbling into our morning lecture yesterday apparently after drinking off campus. I believe disciplinary action should occur for this violation.,13.5
"As faculty, I'm grievant about a drunk and disruptive student entering my class yesterday evening coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff witness to a heavily drunk student attempting to enter the library Saturday night after drinking offsite. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student trying to attend an on-campus event yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to file a grievance about my visibly intoxicated classmate stumbling into lecture yesterday apparently after drinking off campus. I request disciplinary action for this violation.,13.5
"As faculty, I'm reporting an intoxicated student disrupted my evening class yesterday coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff grievant about a heavily drunk student attempting to enter campus for a late night event yesterday after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm filing an official complaint about an inebriated student trying to attend a campus ceremony yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to file a grievance about my visibly drunk classmate stumbling into our morning lecture yesterday apparently after drinking off campus. I believe disciplinary action should occur for this violation.,13.5
"As faculty, I'm grievant about a drunk and disruptive student entering my class yesterday evening after coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff witness to a heavily intoxicated student attempting to enter the library Saturday night after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student trying to attend a campus event yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to report my visibly drunk classmate stumbling into lecture yesterday apparently after drinking off campus. I request disciplinary action for this violation.,13.5
"As faculty, I'm reporting an intoxicated student disrupted my evening class yesterday coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff grievant about a heavily intoxicated student attempting to enter campus for a late night event yesterday after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student attempting to attend a campus ceremony yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to file a grievance about my visibly drunk classmate stumbling into our morning lecture yesterday apparently after drinking off campus. I believe disciplinary action should occur for this violation.,13.5
"As faculty, I'm reporting an intoxicated student disrupted my evening class yesterday coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff witness to a heavily drunk student trying to enter the library Saturday night after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student attempting to attend an on-campus concert yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to report my visibly intoxicated classmate stumbling into our morning lecture yesterday apparently after drinking off campus. I request disciplinary action for this violation.,13.5
"As faculty, I'm grievant about a drunk and disruptive student entering my evening class yesterday after coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff grievant about a heavily intoxicated student trying to enter campus for a late night event yesterday after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm filing an official complaint about an inebriated student attempting to attend a campus ceremony yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to file a grievance about my visibly drunk classmate attending lecture yesterday apparently after drinking off campus first. I believe disciplinary action should occur for this violation.,13.5
"As faculty, I'm reporting an intoxicated student disrupted my class yesterday evening coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff witness to a heavily intoxicated student attempting to enter the library Saturday night after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student trying to attend an on-campus event yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm a student wishing to report my visibly drunk classmate stumbling into lecture yesterday apparently after drinking off campus. I request disciplinary action for this violation.,13.5
"As faculty, I'm grievant about a drunk and disruptive student entering my evening class yesterday after coming from an off-campus party. This violation warrants discipline.",13.5
I'm staff grievant about a heavily intoxicated student attempting to enter campus for a late night event yesterday after drinking offsite first. I request disciplinary action for this alcohol policy violation.,13.5
"As an administrator, I'm submitting an official complaint about an inebriated student attempting to attend a campus ceremony yesterday after drinking elsewhere first. That act violated policy and requires discipline.",13.5
I'm staff witness to a former student trespassing by sneaking into a campus building through a side door yesterday. I request disciplinary action for this unauthorized entry violating policy.,13.6
"As an administrator, I'm submitting a complaint about an unaffiliated person entering campus facilities without permission or reason last night. This act violated policy on unauthorized entry.",13.6
I'm a student filing a grievance about my classmate giving campus tour to friends without authorization over the weekend. I believe disciplinary action should occur for facilitating unauthorized entry.,13.6
"As faculty, I'm reporting several students entered the locked computer lab without permission after hours yesterday. This unauthorized entry violated policy.",13.6
I'm staff grievant about students entering the campus pool after hours without authorization over the weekend. I request disciplinary action for this unauthorized entry violating rules.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person trespassing in campus buildings after being warned. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to report my classmate entered the closed laboratory spaces without permission. I request disciplinary action for facilitating unauthorized entry violating school rules.,13.6
"As faculty, I'm grievant about students accessing the locked computer lab without approval yesterday evening. This unauthorized entry violated policy.",13.6
I'm staff witness to several youths trespassing by sneaking into campus facilities through a side entrance last night. I request disciplinary action for this unauthorized entry violating rules.,13.6
"As an administrator, I'm filing an official complaint about an unaffiliated person entering and loitering in campus buildings without authorization. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to report my classmate gave campus tours to her friends without permission last weekend. I believe disciplinary action should occur for facilitating unauthorized entry.,13.6
"As faculty, I'm grievant about students entering the closed science labs without approval after hours yesterday. This unauthorized entry violated policy.",13.6
I'm staff witness to youths trespassing by sneaking into campus facilities after being warned last night. I request disciplinary action for this unauthorized entry violating rules.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person repeatedly entering campus buildings without reason. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to file a grievance about my classmate entering locked academic spaces without permission. I request disciplinary action for facilitating unauthorized entry violating policy.,13.6
"As faculty, I'm reporting students accessed the closed computer lab without authorization yesterday night. This unauthorized entry violated rules.",13.6
I'm staff grievant about students entering and using the gym after hours without permission over the weekend. I request disciplinary action for this unauthorized entry violating policy.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person trespassing on campus after being warned. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to report my classmate gave unauthorized campus tours to her friends over the weekend. I believe disciplinary action should occur for facilitating unauthorized entry.,13.6
"As faculty, I'm grievant about several students entered the locked science labs without approval after hours yesterday. This unauthorized entry violated policy.",13.6
I'm staff witness to youths trespassing and loitering in campus buildings after being warned last night. I request disciplinary action for this unauthorized entry violating rules.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person entering campus facilities without reason repeatedly. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to file a grievance about my classmate entering restricted lab spaces without permission. I request disciplinary action for facilitating unauthorized entry violating policy.,13.6
"As faculty, I'm reporting students accessed the closed computer lab without authorization again last night. This unauthorized entry violated rules.",13.6
I'm staff grievant about students trespassing by sneaking into campus facilities after hours over the weekend. I request disciplinary action for this unauthorized entry violating policy.,13.6
"As an administrator, I'm filing an official complaint about an unaffiliated person trespassing on campus grounds after being warned. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to file a grievance about my classmate entering locked academic spaces without approval. I believe disciplinary action should occur for facilitating unauthorized entry violating policy.,13.6
"As faculty, I'm grievant about several students entered the closed science labs without permission yesterday evening. This unauthorized entry violated policy.",13.6
I'm staff witness to youths trespassing in campus facilities after being banned last night. I request disciplinary action for this unauthorized entry violating rules.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person entering and lingering in campus buildings without reason. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to report my classmate gave unauthorized campus tours to friends over the weekend. I request disciplinary action for facilitating unauthorized entry violating school policy.,13.6
"As faculty, I'm reporting students accessed the locked computer lab without approval again yesterday night. This unauthorized entry violated rules.",13.6
I'm staff grievant about students entering campus facilities without authorization after hours over the weekend. I request disciplinary action for this unauthorized entry violating policy.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person trespassing in campus buildings repeatedly. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to file a grievance about my classmate entering restricted academic spaces without permission. I believe disciplinary action should occur for facilitating unauthorized entry violating policy.,13.6
"As faculty, I'm grievant about several students entered the science labs without approval after hours yesterday. This unauthorized entry violated policy.",13.6
I'm staff witness to youths trespassing by sneaking into campus facilities after being warned last night. I request disciplinary action for this unauthorized entry violating rules.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person entering campus buildings without authorization. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to report my classmate entered closed laboratory spaces without permission. I request disciplinary action for facilitating unauthorized entry violating school policy.,13.6
"As faculty, I'm reporting students accessed the locked computer lab without permission again yesterday evening. This unauthorized entry violated rules.",13.6
I'm staff grievant about students trespassing by entering campus facilities without approval after hours over the weekend. I request disciplinary action for this unauthorized entry violating policy.,13.6
"As an administrator, I'm filing an official complaint about an unaffiliated person trespassing in campus buildings repeatedly. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to file a grievance about my classmate giving unauthorized campus tours to friends over the weekend. I believe disciplinary action should occur for facilitating unauthorized entry violating policy.,13.6
"As faculty, I'm grievant about several students entered the closed science labs without authorization yesterday night. This unauthorized entry violated policy.",13.6
I'm staff witness to youths trespassing and loitering in campus facilities after being warned last night. I request disciplinary action for this unauthorized entry violating rules.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person entering and lingering in campus buildings without reason. This act violated policy on unauthorized entry.",13.6
I'm a student wishing to report my classmate entered restricted academic spaces without permission. I request disciplinary action for facilitating unauthorized entry violating school policy.,13.6
"As faculty, I'm reporting students accessed the locked computer lab without approval after hours again yesterday. This unauthorized entry violated rules.",13.6
I'm staff grievant about students trespassing by entering campus facilities without permission over the weekend. I request disciplinary action for this unauthorized entry violating policy.,13.6
"As an administrator, I'm submitting an official complaint about an unaffiliated person repeatedly entering campus buildings without authorization. This act violated policy on unauthorized entry.",13.6
I'm staff witness to students using the campus vehicle without motor pool authorization for a weekend trip. I request disciplinary action for this unauthorized use of university property violating policy.,13.7
"As an administrator, I'm submitting a complaint about an outside group hosting a private event in campus facilities without reservation or permission. This unauthorized use violated rules.",13.7
I'm a student filing a grievance about my classmate using campus AV equipment without permission to record personal music. I believe disciplinary action should occur for this unauthorized use.,13.7
"As faculty, I'm reporting students used my lab supplies without authorization for their own unsanctioned experiments. This unauthorized use violated policy.",13.7
I'm staff grievant about students using campus golf carts without motor pool approval to joyride around campus. I request disciplinary action for this unauthorized use violating rules.,13.7
"As an administrator, I'm submitting an official complaint about an outside group hosting a private function in campus venues without reservation or consent. This unauthorized use violated policy.",13.7
I'm a student wishing to report my classmate used campus computers without permission to mine cryptocurrency. I request disciplinary action for this unauthorized use violating school rules.,13.7
"As faculty, I'm grievant about students using my 3D printer without permission to create personal products. This unauthorized use violated policy.",13.7
I'm staff witness to students using campus vehicles without motor pool authorization for personal errands. I request disciplinary action for this unauthorized use violating rules.,13.7
"As an administrator, I'm filing an official complaint about an outside group hosting a function on campus without reservation or consent. This unauthorized use violated policy.",13.7
I'm a student wishing to report my classmate used campus computers without approval to mine crypto. I believe disciplinary action should occur for this unauthorized use violating policy.,13.7
"As faculty, I'm grievant about students using my printers without permission to create promotional materials. This unauthorized use violated rules.",13.7
I'm staff witness to students joyriding campus golf carts without motor pool authorization over the weekend. I request disciplinary action for this unauthorized use violating rules.,13.7
"As an administrator, I'm submitting an official complaint about an outside group holding private events on campus without reservation or approval. This unauthorized use violated policy.",13.7
I'm a student wishing to file a grievance about my classmate using campus equipment without permission for personal projects. I request disciplinary action for this unauthorized use violating policy.,13.7
"As faculty, I'm reporting students used my supplies without consent to conduct unsanctioned experiments. This unauthorized use violated rules.",13.7
I'm staff grievant about students using campus vehicles without motor pool approval for a weekend recreational trip. I request disciplinary action for this unauthorized use violating policy.,13.7
"As an administrator, I'm submitting an official complaint about an outside organization hosting private events on campus without reservation or permission. This unauthorized use violated policy.",13.7
I'm a student wishing to report my classmate used campus printers without approval to create promotional flyers. I believe disciplinary action should occur for this unauthorized use violating policy.,13.7
"As faculty, I'm grievant about students using my 3D printer without consent to prototype personal products. This unauthorized use violated rules.",13.7
I'm staff witness to students using campus golf carts without motor pool authorization to joyride around grounds. I request disciplinary action for this unauthorized use violating rules.,13.7
"As an administrator, I'm submitting an official complaint about an outside group hosting private functions in campus facilities without reservation or approval. This unauthorized use violated policy.",13.7
I'm a student wishing to file a grievance about my classmate using campus computers without permission for crypto mining. I request disciplinary action for this unauthorized use violating policy.,13.7
"As faculty, I'm grievant about students using my lab equipment without consent for their own unsanctioned experiments. This unauthorized use violated policy.",13.7
I'm staff grievant about students using campus vehicles without motor pool authorization for a recreational weekend trip. I request disciplinary action for this unauthorized use violating rules.,13.7
"As an administrator, I'm filing an official complaint about an outside organization holding private events in campus venues without reservation or approval. This unauthorized use violated policy.",13.7
I'm a student wishing to file a grievance about my classmate using campus AV equipment without permission for personal recordings. I believe disciplinary action should occur for this unauthorized use violating policy.,13.7
"As faculty, I'm reporting students used my printers without authorization to create promotional products. This unauthorized use violated policy.",13.7
